Database	Accession	Data Type	Species	Title	Url	Description	Update Date	Attributes
deg	DEG10190022	gene	[Escherichia coli MG1655 II]	DEG10190022	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190022	carbonic anhydrase	2019-08-26T08:18:18.000Z	{"GeneName":"can","go":"GO:0005829 GO:0004089 GO:0008270 GO:0015976 GO:0008152","cog":"COG0288P","refseq":"NC_000913","uniprot":"P61517"}
deg	DEG10190021	gene	[Escherichia coli MG1655 II]	DEG10190021	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190021	preprotein translocase subunit, ATPase	2019-08-26T08:18:18.000Z	{"GeneName":"secA","go":"GO:0031522 GO:0005737 GO:0005829 GO:0005887 GO:0005886 GO:0005524 GO:0042802 GO:0046872 GO:0015462 GO:0061077 GO:0065002 GO:0017038 GO:0006605 GO:0015031 GO:0043952","cog":"COG0653U","refseq":"NC_000913","uniprot":"P10408"}
deg	DEG10190020	gene	[Escherichia coli MG1655 II]	DEG10190020	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190020	regulator of secA translation	2019-08-26T08:18:18.000Z	{"GeneName":"secM","go":"GO:0005829 GO:0042597 GO:0045182 GO:0006417","refseq":"NC_000913","uniprot":"P62395"}
deg	DEG10190019	gene	[Escherichia coli MG1655 II]	DEG10190019	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190019	UDP-3-O-acyl N-acetylglucosamine deacetylase	2019-08-26T08:18:18.000Z	{"GeneName":"lpxC","go":"GO:0005737 GO:0019213 GO:0005506 GO:0008759 GO:0008270 GO:0009245","cog":"COG0774M","refseq":"NC_000913","uniprot":"P0A725"}
deg	DEG10190018	gene	[Escherichia coli MG1655 II]	DEG10190018	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190018	GTP-binding tubulin-like cell division protein	2019-08-26T08:18:18.000Z	{"GeneName":"ftsZ","go":"GO:0032153 GO:0005737 GO:0043234 GO:0005525 GO:0003924 GO:0042802 GO:0000917 GO:0051301 GO:0043093 GO:0051258","cog":"COG0206D","refseq":"NC_000913","uniprot":"P0A9A6"}
deg	DEG10190017	gene	[Escherichia coli MG1655 II]	DEG10190017	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190017	ATP-binding cell division protein involved in recruitment of FtsK to Z ring	2019-08-26T08:18:18.000Z	{"GeneName":"ftsA","go":"GO:0032153 GO:0009898 GO:0005524 GO:0042802 GO:0007049 GO:0051301 GO:0008360","cog":"COG0849D","refseq":"NC_000913","uniprot":"P0ABH0"}
deg	DEG10190016	gene	[Escherichia coli MG1655 II]	DEG10190016	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190016	Divisome assembly protein, membrane anchored protein involved in growth of wall at septum	2019-08-26T08:18:18.000Z	{"GeneName":"ftsQ","go":"GO:0032153 GO:0016021 GO:0005887 GO:0005886 GO:0042802 GO:0000917 GO:0051301 GO:0043093","cog":"COG1589M","refseq":"NC_000913","uniprot":"P06136"}
deg	DEG10190015	gene	[Escherichia coli MG1655 II]	DEG10190015	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190015	UDP-N-acetylmuramate:L-alanine ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murC","go":"GO:0005737 GO:0005524 GO:0000287 GO:0008763 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360","cog":"COG0773M","refseq":"NC_000913","uniprot":"P17952"}
deg	DEG10190014	gene	[Escherichia coli MG1655 II]	DEG10190014	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190014	N-acetylglucosaminyl transferase	2019-08-26T08:18:18.000Z	{"GeneName":"murG","go":"GO:0005886 GO:0030246 GO:0051991 GO:0050511 GO:0007049 GO:0051301 GO:0071555 GO:0030259 GO:0009252 GO:0008360 GO:0019277","cog":"COG0707M","refseq":"NC_000913","uniprot":"P17443"}
deg	DEG10190013	gene	[Escherichia coli MG1655 II]	DEG10190013	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190013	integral membrane protein involved in stabilizing FstZ ring during cell division	2019-08-26T08:18:18.000Z	{"GeneName":"ftsW","go":"GO:0032153 GO:0005887 GO:0015648 GO:0007049 GO:0051301 GO:0071555 GO:0015836 GO:0009252 GO:0008360","cog":"COG0772D","refseq":"NC_000913","uniprot":"P0ABG4"}
deg	DEG10190012	gene	[Escherichia coli MG1655 II]	DEG10190012	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190012	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murD","go":"GO:0005737 GO:0005524 GO:0042802 GO:0008764 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360","cog":"COG0771M","refseq":"NC_000913","uniprot":"P14900"}
deg	DEG10190011	gene	[Escherichia coli MG1655 II]	DEG10190011	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190011	phospho-N-acetylmuramoyl-pentapeptide transferase	2019-08-26T08:18:18.000Z	{"GeneName":"mraY","go":"GO:0016021 GO:0005886 GO:0008963 GO:0051992 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360","cog":"COG0472M","refseq":"NC_000913","uniprot":"P0A6W3"}
deg	DEG10190010	gene	[Escherichia coli MG1655 II]	DEG10190010	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190010	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murF","go":"GO:0005737 GO:0005524 GO:0047480 GO:0008766 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360","cog":"COG0770M","refseq":"NC_000913","uniprot":"P11880"}
deg	DEG10190009	gene	[Escherichia coli MG1655 II]	DEG10190009	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190009	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murE","go":"GO:0005737 GO:0005524 GO:0008765 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360","cog":"COG0769M","refseq":"NC_000913","uniprot":"P22188"}
deg	DEG10190008	gene	[Escherichia coli MG1655 II]	DEG10190008	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190008	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	2019-08-26T08:18:18.000Z	{"GeneName":"ftsI","go":"GO:0032153 GO:0005887 GO:0031226 GO:0008658 GO:0008955 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360 GO:0046677 GO:0042493","cog":"COG0768M","refseq":"NC_000913","uniprot":"P0AD68"}
deg	DEG10190007	gene	[Escherichia coli MG1655 II]	DEG10190007	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190007	membrane bound cell division protein at septum containing leucine zipper motif	2019-08-26T08:18:18.000Z	{"GeneName":"ftsL","go":"GO:0032153 GO:0005887 GO:0043093","cog":"COG3116D","refseq":"NC_000913","uniprot":"P0AEN4"}
deg	DEG10190006	gene	[Escherichia coli MG1655 II]	DEG10190006	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190006	LPS assembly OM complex LptDE, beta-barrel component	2019-08-26T08:18:18.000Z	{"GeneName":"imp/lptD","go":"GO:0009279 GO:0043165 GO:0015920 GO:0010033","cog":"COG1452M","refseq":"NC_000913","uniprot":"P31554"}
deg	DEG10190005	gene	[Escherichia coli MG1655 II]	DEG10190005	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190005	dihydrofolate reductase	2019-08-26T08:18:18.000Z	{"GeneName":"folA","go":"GO:0004146 GO:0050661 GO:0009257 GO:0046656 GO:0006545 GO:0009165 GO:0006730 GO:0046677 GO:0042493 GO:0031427","cog":"COG0262H","refseq":"NC_000913","uniprot":"P0ABQ4"}
deg	DEG10190004	gene	[Escherichia coli MG1655 II]	DEG10190004	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190004	dihydrodipicolinate reductase	2019-08-26T08:18:18.000Z	{"GeneName":"dapB","go":"GO:0005829 GO:0008839 GO:0042802 GO:0051287 GO:0070402 GO:0016726 GO:0008652 GO:0019877 GO:0009089","cog":"COG0289E","refseq":"NC_000913","uniprot":"P04036"}
deg	DEG10190003	gene	[Escherichia coli MG1655 II]	DEG10190003	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190003	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein	2019-08-26T08:18:18.000Z	{"GeneName":"ispH","go":"GO:0051538 GO:0051745 GO:0042380 GO:0046872 GO:0050992 GO:0019288 GO:0046677 GO:0016114 GO:0006744","cog":"COG0761IM","refseq":"NC_000913","uniprot":"P62623"}
deg	DEG10190002	gene	[Escherichia coli MG1655 II]	DEG10190002	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190002	prolipoprotein signal peptidase (signal peptidase II)	2019-08-26T08:18:18.000Z	{"GeneName":"lspA","go":"GO:0016021 GO:0005886 GO:0004190 GO:0008233 GO:0006465","cog":"COG0597MU","refseq":"NC_000913","uniprot":"P00804"}
deg	DEG10190001	gene	[Escherichia coli MG1655 II]	DEG10190001	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190001	bifunctional riboflavin kinase/FAD synthetase	2019-08-26T08:18:18.000Z	{"GeneName":"ribF","go":"GO:0005524 GO:0003919 GO:0008531 GO:0006747 GO:0009398 GO:0009231","cog":"COG0196H","refseq":"NC_000913","uniprot":"P0AG40"}
deg	DEG10180609	gene	[Escherichia coli MG1655 I]	DEG10180609	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180609	Lipoate-protein ligase A (EC 6.-.-.-)	2019-08-26T08:18:18.000Z	{"GeneName":"lplA","go":"GO:0005737 GO:0005524 GO:0016979 GO:0016740 GO:0018055 GO:0009249","cog":"COG0095H","refseq":"NC_000913","uniprot":"P32099"}
deg	DEG10180608	gene	[Escherichia coli MG1655 I]	DEG10180608	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180608	Putative deoxyribonuclease yjjV (EC 3.1.21.-)	2019-08-26T08:18:18.000Z	{"GeneName":"yjjV","go":"GO:0004536 GO:0016888 GO:0046872 GO:0006308","cog":"COG0084L","refseq":"NC_000913","uniprot":"P39408"}
deg	DEG10180607	gene	[Escherichia coli MG1655 I]	DEG10180607	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180607	Ribosomal-protein-alanine acetyltransferase (EC 2.3.1.128)	2019-08-26T08:18:18.000Z	{"GeneName":"rimI","go":"GO:0005737 GO:0008080 GO:0008999 GO:0006464 GO:0017189 GO:0006474","cog":"COG0456R","refseq":"NC_000913","uniprot":"P0A944"}
deg	DEG10180606	gene	[Escherichia coli MG1655 I]	DEG10180606	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180606	Primosomal protein I	2019-08-26T08:18:18.000Z	{"GeneName":"dnaT","go":"GO:1990077 GO:0006269 GO:0006261 GO:0006267","cog":"COG5529R","refseq":"NC_000913","uniprot":"P0A8J2"}
deg	DEG10180605	gene	[Escherichia coli MG1655 I]	DEG10180605	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180605	DNA replication protein dnaC	2019-08-26T08:18:18.000Z	{"GeneName":"dnaC","go":"GO:1990077 GO:0005524 GO:0006269 GO:0006271","cog":"COG1484L","refseq":"NC_000913","uniprot":"P0AEF0"}
deg	DEG10180604	gene	[Escherichia coli MG1655 I]	DEG10180604	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180604	Putative phosphotransferase enzyme II, B component sgcB (EC 2.7.1.69)	2019-08-26T08:18:18.000Z	{"GeneName":"sgcB","go":"GO:0005737 GO:0016301 GO:0008982 GO:0009401","cog":"COG3414G","refseq":"NC_000913","uniprot":"P58035"}
deg	DEG10180603	gene	[Escherichia coli MG1655 I]	DEG10180603	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180603	Putative phosphotransferase enzyme II, A component sgcA (EC 2.7.1.69)	2019-08-26T08:18:18.000Z	{"GeneName":"sgcA","go":"GO:0005737 GO:0016301 GO:0005215 GO:0009401","cog":"COG1762GT","refseq":"NC_000913","uniprot":"P39363"}
deg	DEG10180602	gene	[Escherichia coli MG1655 I]	DEG10180602	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180602	Hypothetical protein yjgQ	2019-08-26T08:18:18.000Z	{"GeneName":"yjgQ/lptG","go":"GO:0043190 GO:0016021 GO:0015920","cog":"COG0795R","refseq":"NC_000913","uniprot":"P0ADC6"}
deg	DEG10180601	gene	[Escherichia coli MG1655 I]	DEG10180601	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180601	Hypothetical protein yjgP	2019-08-26T08:18:18.000Z	{"GeneName":"yjgP/lptF","go":"GO:0043190 GO:0016021 GO:0015437 GO:0015920","cog":"COG0795R","refseq":"NC_000913","uniprot":"P0AF98"}
deg	DEG10180600	gene	[Escherichia coli MG1655 I]	DEG10180600	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180600	DNA polymerase III, chi subunit (EC 2.7.7.7)	2019-08-26T08:18:18.000Z	{"GeneName":"holC","go":"GO:0043847 GO:0003677 GO:0003887 GO:0032298","cog":"COG2927L","refseq":"NC_000913","uniprot":"P28905"}
deg	DEG10180599	gene	[Escherichia coli MG1655 I]	DEG10180599	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180599	Valyl-tRNA synthetase (EC 6.1.1.9)	2019-08-26T08:18:18.000Z	{"GeneName":"valS","go":"GO:0005737 GO:0002161 GO:0005524 GO:0004832 GO:0006438","cog":"COG0525J","refseq":"NC_000913","uniprot":"P07118"}
deg	DEG10180598	gene	[Escherichia coli MG1655 I]	DEG10180598	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180598	Hypothetical protein yjgJ	2019-08-26T08:18:18.000Z	{"GeneName":"yjgJ","go":"GO:0003677 GO:0045892 GO:0006351","cog":"COG1309K","refseq":"NC_000913","uniprot":"P39334"}
deg	DEG10180597	gene	[Escherichia coli MG1655 I]	DEG10180597	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180597	Protein yjgF	2019-08-26T08:18:18.000Z	{"GeneName":"yjgF","go":"GO:0005737 GO:0016020 GO:0019239 GO:0016787 GO:0009097 GO:0009636","cog":"COG0251J","refseq":"NC_000913","uniprot":"P0AF93"}
deg	DEG10180596	gene	[Escherichia coli MG1655 I]	DEG10180596	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180596	Hypothetical ABC transporter ATP-binding protein ytfR	2019-08-26T08:18:18.000Z	{"GeneName":"ytfS/ytfR","go":"GO:0005524 GO:0015407 GO:0015757","cog":"COG1129G","refseq":"NC_000913","uniprot":"Q6BEX0"}
deg	DEG10180595	gene	[Escherichia coli MG1655 I]	DEG10180595	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180595	Inorganic pyrophosphatase (EC 3.6.1.1)	2019-08-26T08:18:18.000Z	{"GeneName":"ppa","go":"GO:0005829 GO:0016020 GO:0004427 GO:0000287 GO:0050355 GO:0008270 GO:0006796","cog":"COG0221C","refseq":"NC_000913","uniprot":"P0A7A9"}
deg	DEG10180594	gene	[Escherichia coli MG1655 I]	DEG10180594	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180594	PemI-like protein 2	2019-08-26T08:18:18.000Z	{"GeneName":"chpS","go":"GO:0003677 GO:0030307 GO:0006355 GO:0006351","cog":"COG2336T","refseq":"NC_000913","uniprot":"P08365"}
deg	DEG10180593	gene	[Escherichia coli MG1655 I]	DEG10180593	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180593	Hypothetical protein ytfI	2019-08-26T08:18:18.000Z	{"GeneName":"ytfI","refseq":"NC_000913","uniprot":"P39317"}
deg	DEG10180592	gene	[Escherichia coli MG1655 I]	DEG10180592	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180592	Primosomal replication protein N	2019-08-26T08:18:18.000Z	{"GeneName":"priB","go":"GO:1990077 GO:0003697 GO:0006270 GO:0006269 GO:0006276","cog":"COG2965L","refseq":"NC_000913","uniprot":"P07013"}
deg	DEG10180591	gene	[Escherichia coli MG1655 I]	DEG10180591	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180591	30S ribosomal protein S6	2019-08-26T08:18:18.000Z	{"GeneName":"rpsF","go":"GO:0022627 GO:0048027 GO:0070181 GO:0003735 GO:0006412","cog":"COG0360J","refseq":"NC_000913","uniprot":"P02358"}
deg	DEG10180590	gene	[Escherichia coli MG1655 I]	DEG10180590	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180590	Hfq protein	2019-08-26T08:18:18.000Z	{"GeneName":"hfq","go":"GO:0003681 GO:0003723 GO:0040033 GO:0045975 GO:0006355 GO:0006950","cog":"COG1923R","refseq":"NC_000913","uniprot":"P0A6X3"}
deg	DEG10180589	gene	[Escherichia coli MG1655 I]	DEG10180589	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180589	tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)	2019-08-26T08:18:18.000Z	{"GeneName":"miaA","go":"GO:0005524 GO:0052381 GO:0034605 GO:0006400","cog":"COG0324J","refseq":"NC_000913","uniprot":"P16384"}
deg	DEG10180588	gene	[Escherichia coli MG1655 I]	DEG10180588	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180588	Hypothetical protein yjeE	2019-08-26T08:18:18.000Z	{"GeneName":"yjeE","go":"GO:0005737 GO:0005524 GO:0046872 GO:0070526","cog":"COG0802R","refseq":"NC_000913","uniprot":"P0AF67"}
deg	DEG10180587	gene	[Escherichia coli MG1655 I]	DEG10180587	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180587	Hypothetical protein yjeO	2019-08-26T08:18:18.000Z	{"GeneName":"yjeO","go":"GO:0016021 GO:0005886","refseq":"NC_000913","uniprot":"P39284"}
deg	DEG10180586	gene	[Escherichia coli MG1655 I]	DEG10180586	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180586	Putative lysyl-tRNA synthetase (EC 6.1.1.6)	2019-08-26T08:18:18.000Z	{"GeneName":"poxA/yjeA","go":"GO:0005737 GO:0016880 GO:0005524 GO:0004824 GO:0052868 GO:0006430 GO:0071915 GO:0072581","cog":"COG2269J","refseq":"NC_000913","uniprot":"P0A8N7"}
deg	DEG10180585	gene	[Escherichia coli MG1655 I]	DEG10180585	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180585	Elongation factor P	2019-08-26T08:18:18.000Z	{"GeneName":"efp","go":"GO:0005737 GO:0005829 GO:0043022 GO:0003746 GO:0043043 GO:0006414","cog":"COG0231J","refseq":"NC_000913","uniprot":"P0A6N4"}
deg	DEG10180584	gene	[Escherichia coli MG1655 I]	DEG10180584	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180584	60 kDa chaperonin	2019-08-26T08:18:18.000Z	{"GeneName":"groL","go":"GO:0005829 GO:0016020 GO:0005524 GO:0016887 GO:0042802 GO:0051082 GO:0006200 GO:0007049 GO:0051301 GO:0006457 GO:0042026 GO:0009408 GO:0019068","cog":"COG0459O","refseq":"NC_000913","uniprot":"P0A6F5"}
deg	DEG10180583	gene	[Escherichia coli MG1655 I]	DEG10180583	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180583	10 kDa chaperonin	2019-08-26T08:18:18.000Z	{"GeneName":"groS","go":"GO:0005829 GO:0005524 GO:0042802 GO:0051082 GO:0007049 GO:0051301 GO:0006457 GO:0009408 GO:0019068","cog":"COG0234O","refseq":"NC_000913","uniprot":"P0A6F9"}
deg	DEG10180582	gene	[Escherichia coli MG1655 I]	DEG10180582	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180582	Hypothetical protein yjbS	2019-08-26T08:18:18.000Z	{"GeneName":"yjbS","refseq":"NC_000913","uniprot":"P58036"}
deg	DEG10180581	gene	[Escherichia coli MG1655 I]	DEG10180581	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180581	Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	2019-08-26T08:18:18.000Z	{"GeneName":"tyrB","go":"GO:0005737 GO:0008793 GO:0050048 GO:0080130 GO:0004838 GO:0030170 GO:0006532 GO:0033585 GO:0009098 GO:0019292","cog":"COG1448E","refseq":"NC_000913","uniprot":"P04693"}
deg	DEG10180580	gene	[Escherichia coli MG1655 I]	DEG10180580	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180580	Replicative DNA helicase (EC 3.6.1.-)	2019-08-26T08:18:18.000Z	{"GeneName":"dnaB","go":"GO:1990077 GO:0005524 GO:0003677 GO:0003678 GO:0004386 GO:0042802 GO:0006260 GO:0006269 GO:0006268 GO:0010212","cog":"COG0305L","refseq":"NC_000913","uniprot":"P0ACB0"}
deg	DEG10180579	gene	[Escherichia coli MG1655 I]	DEG10180579	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180579	Hypothetical protein yjbO	2019-08-26T08:18:18.000Z	{"GeneName":"yjbO/pspG","go":"GO:0016021 GO:0005886 GO:0009271","refseq":"NC_000913","uniprot":"P32696"}
deg	DEG10180578	gene	[Escherichia coli MG1655 I]	DEG10180578	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180578	Hypothetical protein yjbM	2019-08-26T08:18:18.000Z	{"GeneName":"yjbM","refseq":"NC_000913","uniprot":"P32694"}
deg	DEG10180577	gene	[Escherichia coli MG1655 I]	DEG10180577	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180577	Hypothetical protein yjbL	2019-08-26T08:18:18.000Z	{"GeneName":"yjbL","refseq":"NC_000913","uniprot":"P32693"}
deg	DEG10180576	gene	[Escherichia coli MG1655 I]	DEG10180576	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180576	Hypothetical protein yjbA	2019-08-26T08:18:18.000Z	{"GeneName":"yjbA/psiE","go":"GO:0016021 GO:0005886 GO:0016036","cog":"COG3223S","refseq":"NC_000913","uniprot":"P0A7C8"}
deg	DEG10180575	gene	[Escherichia coli MG1655 I]	DEG10180575	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180575	Zinc resistance-associated protein precursor	2019-08-26T08:18:18.000Z	{"GeneName":"zraP","go":"GO:0042597 GO:0008270","cog":"COG3678UNTP","refseq":"NC_000913","uniprot":"P0AAA9"}
deg	DEG10180574	gene	[Escherichia coli MG1655 I]	DEG10180574	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180574	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	2019-08-26T08:18:18.000Z	{"GeneName":"hemE","go":"GO:0005737 GO:0004853 GO:0006783 GO:0006779 GO:0019353 GO:0006780","cog":"COG0407H","refseq":"NC_000913","uniprot":"P29680"}
deg	DEG10180573	gene	[Escherichia coli MG1655 I]	DEG10180573	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180573	Regulator of sigma D	2019-08-26T08:18:18.000Z	{"GeneName":"rsd","go":"GO:0005737 GO:0016989 GO:0006355 GO:0006351","cog":"COG3160K","refseq":"NC_000913","uniprot":"P0AFX4"}
deg	DEG10180572	gene	[Escherichia coli MG1655 I]	DEG10180572	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180572	DNA-directed RNA polymerase beta' chain (EC 2.7.7.6)	2019-08-26T08:18:18.000Z	{"GeneName":"rpoC","go":"GO:0005737 GO:0000428 GO:0016020 GO:0003677 GO:0003899 GO:0006351","cog":"COG0086K","refseq":"NC_000913","uniprot":"P0A8T7"}
deg	DEG10180571	gene	[Escherichia coli MG1655 I]	DEG10180571	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180571	DNA-directed RNA polymerase beta chain (EC 2.7.7.6)	2019-08-26T08:18:18.000Z	{"GeneName":"rpoB","go":"GO:0005737 GO:0016020 GO:0003677 GO:0003899 GO:0032549 GO:0006351","cog":"COG0085K","refseq":"NC_000913","uniprot":"P0A8V2"}
deg	DEG10180570	gene	[Escherichia coli MG1655 I]	DEG10180570	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180570	50S ribosomal protein L7/L12	2019-08-26T08:18:18.000Z	{"GeneName":"rplL","go":"GO:0022625 GO:0003735 GO:0006412","cog":"COG0222J","refseq":"NC_000913","uniprot":"P0A7K2"}
deg	DEG10180569	gene	[Escherichia coli MG1655 I]	DEG10180569	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180569	50S ribosomal protein L10	2019-08-26T08:18:18.000Z	{"GeneName":"rplJ","go":"GO:0022625 GO:0070180 GO:0003735 GO:0006417 GO:0042254 GO:0006412","cog":"COG0244J","refseq":"NC_000913","uniprot":"P0A7J3"}
deg	DEG10180568	gene	[Escherichia coli MG1655 I]	DEG10180568	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180568	Elongation factor Tu	2019-08-26T08:18:18.000Z	{"GeneName":"tufB","go":"GO:0005737 GO:0005886 GO:0005525 GO:0003924 GO:0003746 GO:0046677","cog":"COG0050J","refseq":"NC_000913","uniprot":"P0CE48"}
deg	DEG10180567	gene	[Escherichia coli MG1655 I]	DEG10180567	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180567	Pantothenate kinase (EC 2.7.1.33)	2019-08-26T08:18:18.000Z	{"GeneName":"coaA","go":"GO:0005737 GO:0005524 GO:0004594 GO:0015937","cog":"COG1072H","refseq":"NC_000913","uniprot":"P0A6I3"}
deg	DEG10180566	gene	[Escherichia coli MG1655 I]	DEG10180566	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180566	BirA bifunctional protein	2019-08-26T08:18:18.000Z	{"GeneName":"birA","go":"GO:0005524 GO:0004077 GO:0003677 GO:0009102 GO:0009305 GO:0006355 GO:0006351","cog":"COG0340H","refseq":"NC_000913","uniprot":"P06709"}
deg	DEG10180565	gene	[Escherichia coli MG1655 I]	DEG10180565	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180565	Glutamate racemase (EC 5.1.1.3)	2019-08-26T08:18:18.000Z	{"GeneName":"murI","go":"GO:0008881 GO:0071555 GO:0009252 GO:0008360","cog":"COG0796M","refseq":"NC_000913","uniprot":"P22634"}
deg	DEG10180564	gene	[Escherichia coli MG1655 I]	DEG10180564	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180564	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	2019-08-26T08:18:18.000Z	{"GeneName":"argC","go":"GO:0005737 GO:0003942 GO:0051287 GO:0006526","cog":"COG0002E","refseq":"NC_000913","uniprot":"P11446"}
deg	DEG10180563	gene	[Escherichia coli MG1655 I]	DEG10180563	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180563	Primosomal protein N'	2019-08-26T08:18:18.000Z	{"GeneName":"priA","go":"GO:1990077 GO:0005524 GO:0043140 GO:0003677 GO:0004386 GO:0046872 GO:0006310 GO:0006260 GO:0006270 GO:0006269 GO:0006268 GO:0006261 GO:0006302 GO:0006276 GO:0046677 GO:0010332","cog":"COG1198L","refseq":"NC_000913","uniprot":"P17888"}
deg	DEG10180562	gene	[Escherichia coli MG1655 I]	DEG10180562	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180562	Hypothetical protein yiiU	2019-08-26T08:18:18.000Z	{"GeneName":"yiiU/zapB","go":"GO:0032153 GO:0005737 GO:0042802 GO:0000917 GO:0043093","cog":"COG3074S","refseq":"NC_000913","uniprot":"P0AF36"}
deg	DEG10180561	gene	[Escherichia coli MG1655 I]	DEG10180561	http://tubic.org/deg/public/index.php/information/bacteria/DEG10180561	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	2019-08-26T08:18:18.000Z	{"GeneName":"rhaD","go":"GO:0005737 GO:0042802 GO:0046872 GO:0008994 GO:0019301","cog":"COG0235G","refseq":"NC_000913","uniprot":"P32169"}
